"ID","ComparativeUndersampling","WMDiff","SDDiff","WMCov","SDCov","NAME"
"PL82",50.0069106389026,45.5650578599641,21.7334979954923,0.752680620230322,0.211633889109194,"Podkarpackie"
"PL84",47.9188623148206,50.8018079567487,42.0770125118645,0.671796036050407,0.249420958896621,"Podlaskie"
"PL91",39.7039900107385,77.9400915624931,69.0806240357999,0.778273860902767,0.141472183843522,"Warszawski stoleczny"
"PL92",54.5766982911685,35.9111416219863,22.3472571328942,0.637420557900629,0.239819923327762,"Mazowiecki regionalny"
"PT11",35.5346240510933,96.8507744636714,91.3376049290566,0.720192386553559,0.133996279022267,"Norte"
"PT15",30.6537078148473,124.895233351872,59.8700607527902,0.771655536170879,0.161676968557384,"Algarve"
"PT16",41.5758382167216,70.6977724342896,54.3126577901653,0.763854941637162,0.118841148813123,"Centro (PT)"
"PT17",38.8837561438766,81.343101145647,36.2679240405398,0.815635617662582,0.135023260428747,"Área Metropolitana de Lisboa"
"PT18",49.1428217130264,47.6632957320435,48.5568271662286,0.670189579344916,0.196373804163209,"Alentejo"
"PT20",86.8678827121244,6.67669497751364,3.61050238684547,0.926791978771267,0.165989932329582,"Azores"
"PT30",79.5984336098667,9.75103573545925,2.63579682443278,0.961085170868001,0.0463232338907126,"Madeira"
"RO11",55.1603312041259,34.8355825677681,20.5584017050442,0.768096461137976,0.139413485614951,"Nord-Vest"
"RO12",45.7964399637732,56.7419436168272,26.7828440543245,0.749231019586244,0.113686094950871,"Centru"
"RO21",68.6322976779429,17.2657963975245,17.3059558923529,0.735439530350539,0.216235965864916,"Nord-Est"
"RO22",76.2334706941827,11.6196041173711,9.56273421134148,0.706674433334792,0.263261908612757,"Sud-Est"
"RO31",61.989319431495,24.4062119956084,22.5553258360643,0.769559247805112,0.166701360104075,"Sud - Muntenia"
"RO32",44.9863403040319,59.1881424448453,42.3872664490662,0.797279335771741,0.045287605644089,"Bucuresti - Ilfov"
"RO41",58.8225044472645,28.784413010233,23.1125220537493,0.732779943211078,0.245006409806093,"Sud-Vest Oltenia"
"RO42",56.9304298473948,31.7665631745732,18.231903502038,0.746260433870406,0.179479204643999,"Vest"
"RS11",56.469437464775,32.538784111902,15.8481926350581,0.782075711184118,0.114408310284221,"Beograd"
"RS12",54.7281741858926,35.628841077466,14.5372425194226,0.737303903669158,0.200156154960288,"Vojvodina"
